sector,property_type,price,bedRoom,bathroom,balcony,floor_category,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category
sector 104,flat,2.3,3,4,3+,Mid floor,Moderately New Property,2217.0,1,0,1,Medium
sector 91,flat,0.96,2,2,3+,Mid floor,Moderately New Property,1271.0,0,0,1,Medium
sector 41,flat,3.4,4,4,3,Low floor,Old Property,2900.0,0,0,1,Low
sector 95,flat,0.41,2,2,2,High floor,New Property,670.0,0,0,0,Medium
sector 65,flat,2.5,3,3,3,Mid floor,Relatively new property,1493.0,1,0,1,Low
sohna road road,flat,0.69,2,2,2,Mid floor,Under Construction,1350.0,0,0,1,Low
sector 56,flat,0.45,1,1,2,Mid floor,Old Property,543.0,0,0,1,Medium
sector 85,flat,1.78,3,4,3+,Mid floor,New Property,2179.0,0,1,1,Medium
sector 104,flat,1.35,3,2,2,High floor,New Property,1094.0,0,0,1,Low
sector 79,flat,1.47,2,2,3,Mid floor,New Property,93.0,0,0,1,Medium
sohna road,flat,0.27,2,2,1,Low floor,Relatively new property,508.0,0,0,0,Medium
sector 36,flat,0.41,2,2,3,Mid floor,New Property,654.0,0,0,1,Low
sector 90,flat,1.3,3,3,3+,Mid floor,Relatively new property,1700.0,0,0,1,Medium
sector 48,flat,1.75,3,3,3,Mid floor,Old Property,2200.0,1,0,0,Medium
sector 92,flat,1.1,4,3,2,High floor,New Property,1778.0,0,0,1,Low
gwal pahari,flat,5.25,4,5,3+,Low floor,New Property,5249.0,1,0,1,Low
sector 95,flat,0.46,2,2,2,High floor,New Property,809.0,0,0,1,Medium
sector 54,house,2.0,9,9,3,High floor,Relatively new property,60.0,1,0,2,Low
sector 65,flat,2.8,4,4,3,Low floor,Relatively new property,1650.0,0,0,0,Medium
sector 79,flat,2.0,3,4,3+,Mid floor,Relatively new property,1963.0,1,0,1,Medium
sector 65,flat,2.36,3,3,3,Low floor,Relatively new property,1524.0,1,0,0,Medium
sector 48,flat,11.25,4,5,3+,Low floor,Relatively new property,4422.0,1,0,1,Low
sector 99a,flat,1.08,3,5,3,Low floor,Relatively new property,1750.0,1,0,1,Low
sector 69,flat,1.55,3,3,2,Mid floor,Relatively new property,1428.0,0,0,1,Medium
sector 46,house,4.5,6,6,3+,Mid floor,Moderately New Property,1845.02,0,1,0,Medium
sector 90,flat,0.9,3,4,3,Mid floor,Relatively new property,1765.0,1,0,1,High
sector 113,flat,1.38,2,2,3,Mid floor,New Property,1350.0,0,0,1,High
manesar,flat,0.68,3,3,3,Low floor,Moderately New Property,1526.0,0,0,1,Low
sector 86,flat,1.25,3,4,3+,Low floor,Relatively new property,1747.0,1,0,1,Medium
sector 89,flat,0.88,2,2,3,Low floor,New Property,1228.0,0,0,1,Low
sector 109,flat,1.7,3,3,3,High floor,Relatively new property,1550.0,0,0,1,Medium
sohna road,house,1.55,2,3,2,Low floor,New Property,1053.0,0,0,0,Low
sector 84,flat,1.05,4,4,3+,Mid floor,New Property,1896.0,0,0,1,Medium
sector 108,flat,1.65,3,4,3,Mid floor,Moderately New Property,1771.32,0,0,0,Medium
sector 43,house,5.75,4,4,2,Mid floor,Under Construction,2430.06,1,1,2,High
sector 13,house,4.5,4,5,2,Low floor,Old Property,4950.0,0,0,1,Low
sector 12,house,1.2,2,4,2,Low floor,Relatively new property,846.0,0,0,0,Low
sector 110,flat,0.22,2,1,1,Low floor,Relatively new property,543.0,0,0,1,Low
sector 43,flat,2.5,4,4,3+,Mid floor,Moderately New Property,2722.0,1,0,1,Low
sector 113,flat,3.25,4,4,3+,High floor,Under Construction,2553.0,1,0,1,Medium
sector 81,flat,1.0,2,2,2,Mid floor,Relatively new property,1131.0,0,0,1,Low
sector 65,flat,2.85,3,3,3,High floor,Under Construction,1828.0,0,0,1,Medium
sector 50,flat,1.82,3,3,3+,High floor,Moderately New Property,1830.0,0,0,0,High
sector 69,flat,1.38,3,3,1,High floor,Relatively new property,1392.0,0,0,1,High
sector 37d,flat,1.72,3,3,3,Mid floor,Relatively new property,1373.0,0,0,0,Low
sector 92,flat,1.25,3,3,3,High floor,Under Construction,2278.0,1,0,1,Low
sector 82,flat,1.0,2,2,2,High floor,Relatively new property,1299.0,0,0,0,Medium
sector 65,flat,1.7,3,3,3,Mid floor,Relatively new property,1081.0,0,0,0,Medium
sector 113,flat,1.45,2,2,2,Mid floor,Relatively new property,1080.0,0,0,1,Medium
sector 38,house,3.9,6,6,3+,Mid floor,Moderately New Property,1835.99,1,0,1,Low
sector 69,flat,0.62,2,2,1,Mid floor,Relatively new property,536.0,0,0,0,Medium
sector 85,flat,1.04,2,3,3+,Mid floor,Relatively new property,1576.0,0,1,1,Medium
sector 7,house,1.35,4,5,0,Mid floor,Old Property,330.0,0,0,1,Low
sector 86,flat,0.5,2,2,1,Low floor,Relatively new property,668.0,0,0,1,Low
sector 103,flat,1.34,3,3,3+,High floor,Relatively new property,1560.0,0,0,1,Medium
sector 49,flat,1.72,3,3,2,Low floor,Old Property,2444.0,0,0,0,Medium
sector 3,flat,1.35,2,2,0,Mid floor,Old Property,1056.0,0,0,1,Medium
sector 83,flat,1.75,3,3,3+,High floor,Relatively new property,1549.0,1,0,1,Medium
sector 99a,flat,0.3,2,2,1,Mid floor,New Property,600.0,0,0,1,Low
sector 102,flat,1.38,3,3,3,Mid floor,Relatively new property,1315.0,1,0,0,Medium
sector 7,house,0.45,3,2,0,Low floor,Old Property,1000.0,0,0,1,Low
sector 108,flat,2.33,3,3,3,High floor,Relatively new property,1711.0,0,1,0,High
sector 7,house,3.1,3,3,2,Low floor,Old Property,2250.0,0,0,1,Low
sector 50,house,7.42,4,4,3,Low floor,Old Property,3200.0,0,0,0,Medium
sector 85,flat,1.3,2,2,3+,Mid floor,Relatively new property,1491.0,0,1,1,Medium
sector 89,flat,0.97,2,2,3+,Low floor,New Property,1103.0,0,0,1,Low
sector 68,flat,1.2,2,2,3,Low floor,Relatively new property,982.0,0,0,2,Medium
sector 67,flat,4.5,4,4,3+,High floor,Relatively new property,2854.0,1,0,0,High
sector 70a,house,5.4,4,5,3+,Mid floor,Relatively new property,2610.0,1,1,0,Medium
sector 85,flat,1.2,2,2,3,High floor,Relatively new property,1660.0,0,0,1,Low
sector 102,flat,1.4,3,3,3,Mid floor,Relatively new property,1315.0,1,0,1,Medium
sector 83,flat,1.08,3,3,2,High floor,Relatively new property,1570.0,0,0,1,Low
sector 2,flat,0.4,1,1,1,Mid floor,Moderately New Property,450.0,0,0,0,Low
sector 72,flat,3.25,3,3,3,Low floor,Moderately New Property,2986.0,1,0,1,Medium
sector 76,flat,0.55,2,2,2,Mid floor,Under Construction,823.0,0,0,1,Low
sector 83,flat,1.1,3,3,3,High floor,Relatively new property,1570.0,1,0,0,Medium
sector 108,flat,2.15,3,4,3+,High floor,Relatively new property,4600.0,0,0,1,Low
sector 85,flat,2.17,4,4,3,Mid floor,Relatively new property,2600.0,1,0,1,Low
sector 81,flat,2.25,3,3,3+,High floor,Relatively new property,1929.0,1,0,2,High
sector 85,flat,2.7,4,4,3+,High floor,New Property,3151.0,0,0,1,Low
sector 2,flat,0.6,1,1,1,Mid floor,Moderately New Property,665.0,0,0,0,Medium
sector 90,flat,1.26,3,3,3,Mid floor,Relatively new property,1603.0,0,0,0,Low
new,flat,0.67,2,2,2,Mid floor,Relatively new property,1086.0,0,0,1,Low
sector 28,flat,1.35,2,2,2,Low floor,Moderately New Property,1109.0,0,0,1,Low
sector 65,flat,2.35,3,3,2,Mid floor,Relatively new property,1650.0,1,0,1,High
sector 92,flat,1.7,3,4,2,Low floor,Under Construction,1475.0,0,0,1,Medium
sector 82a,house,3.85,5,6,3+,Mid floor,Relatively new property,5140.0,0,0,1,Medium
sector 99,flat,0.4,2,2,2,Mid floor,New Property,733.0,0,0,1,Medium
sector 105,house,0.35,2,2,1,Low floor,Moderately New Property,556.0,0,0,1,Low
sector 72,flat,4.25,4,4,3+,Low floor,Relatively new property,2941.0,1,0,0,High
sector 56,flat,1.35,3,3,3,Mid floor,Old Property,1800.0,0,0,0,Medium
sector 92,flat,1.55,3,4,3,High floor,Relatively new property,1805.0,1,0,0,Medium
sector 41,house,9.25,9,9,3+,Mid floor,Moderately New Property,5000.0,1,1,0,Medium
sector 33,flat,1.4,3,3,3,Low floor,Under Construction,588.0,0,0,1,Medium
sector 7,house,2.0,2,2,1,Low floor,Relatively new property,1800.0,0,0,1,Low
sector 56,house,3.4,6,6,3+,Low floor,Moderately New Property,1530.02,0,0,0,Low
sector 59,flat,5.8,3,4,3,High floor,New Property,3361.0,1,0,0,Low
sector 65,flat,6.1,3,3,3,High floor,Moderately New Property,3027.0,1,0,0,High
sector 102,flat,1.42,3,3,3,Mid floor,Relatively new property,1314.0,0,0,1,Low
sector 70,flat,1.65,3,4,3,High floor,Relatively new property,1765.0,1,1,1,Medium
sector 107,flat,0.8,2,2,3+,Mid floor,Relatively new property,1204.0,0,0,0,High
sohna road road,house,0.49,2,2,1,Mid floor,New Property,1150.0,0,0,1,Low
sector 1,house,1.85,4,3,2,Mid floor,Moderately New Property,1284.0,0,0,1,Low
sector 23,house,5.0,4,4,2,Low floor,Old Property,3078.0,0,0,1,Low
sector 24,house,11.0,8,11,3+,Mid floor,Old Property,5000.0,1,0,0,Low
sector 2,flat,1.55,3,4,3+,Mid floor,Old Property,1738.0,1,0,1,Medium
sector 21,flat,1.4,5,4,2,Low floor,Moderately New Property,2172.0,0,0,1,Low
sector 13,house,2.25,10,10,2,Low floor,Old Property,400.0,0,0,1,Low
sector 47,flat,2.4,3,3,3+,Mid floor,Moderately New Property,1888.0,1,0,0,Medium
sector 36a,flat,3.65,3,3,2,High floor,New Property,2297.0,0,0,1,Low
sector 74,flat,1.55,2,2,3+,High floor,Relatively new property,1300.0,0,0,1,Medium
sector 26,house,23.0,4,4,3+,Low floor,Relatively new property,9000.0,1,1,0,Medium
sector 43,flat,8.44,4,5,3,Mid floor,Moderately New Property,5000.0,1,0,2,Medium
sector 22,flat,1.65,2,2,2,Mid floor,Relatively new property,1200.0,0,0,2,Medium
sector 57,house,4.75,3,3,3,Low floor,Moderately New Property,1650.05,0,1,0,Medium
sector 71,flat,0.55,2,2,1,Mid floor,Relatively new property,600.0,0,0,0,Low
sector 69,flat,1.68,4,4,2,Mid floor,Relatively new property,1819.0,0,0,1,Medium
sector 83,flat,0.4,1,1,1,Mid floor,Relatively new property,520.0,0,0,2,Medium
sector 66,flat,3.45,3,4,3,Mid floor,Relatively new property,2000.0,1,0,0,Medium
sector 4,flat,1.05,3,2,2,Low floor,New Property,1500.0,0,0,0,Low
sector 85,flat,1.09,2,2,3,Mid floor,Relatively new property,1638.0,0,1,1,High
sector 104,flat,0.22,1,2,2,Low floor,New Property,335.0,0,0,1,Medium
sector 90,flat,1.75,4,4,3+,Mid floor,Relatively new property,2005.0,0,0,1,Low
sector 68,flat,1.25,2,2,3,Mid floor,New Property,938.0,0,0,1,Low
sector 14,flat,4.26,4,4,0,Mid floor,Old Property,3250.0,0,0,1,Low
sector 72,flat,4.0,4,5,3+,High floor,Relatively new property,2701.0,1,0,0,High
sector 61,flat,1.6,2,2,2,High floor,Relatively new property,1533.0,1,0,1,Medium
sector 112,flat,3.0,3,3,2,Low floor,Relatively new property,2600.0,0,0,0,Low
sector 79,flat,0.95,2,2,3,Mid floor,New Property,1385.0,0,0,1,Low
sector 26,house,13.5,5,5,3,Low floor,Old Property,4518.0,1,1,0,Medium
sector 70a,flat,1.27,2,2,3+,High floor,Relatively new property,1449.0,0,0,0,Medium
sector 8,house,0.32,2,3,1,Low floor,Relatively new property,450.0,0,0,1,Low
sector 102,flat,1.4,2,2,3,Low floor,Relatively new property,1286.0,0,0,1,Medium
sector 86,flat,1.3,2,3,3,Mid floor,Relatively new property,944.0,0,0,0,Low
sector 86,flat,0.64,2,2,1,Mid floor,New Property,1360.0,0,0,1,Medium
manesar,flat,0.9,3,3,3+,Mid floor,Moderately New Property,1900.0,1,0,1,Low
sector 49,flat,2.23,3,3,3,High floor,Relatively new property,1840.0,0,0,1,Low
sector 53,flat,7.4,4,4,3,High floor,Under Construction,2477.0,0,0,1,Low
sohna road,flat,0.87,2,2,3+,Mid floor,Relatively new property,1131.0,0,0,1,Medium
sector 33,flat,2.2,3,3,3,High floor,New Property,1900.0,1,0,0,Low
sector 89,flat,1.14,3,3,2,Low floor,Under Construction,1581.0,0,0,1,Medium
sector 86,flat,1.27,3,4,3,High floor,Relatively new property,1800.0,1,0,1,Medium
new,flat,0.38,2,2,1,Mid floor,Under Construction,767.0,0,0,1,Low
sector 109,flat,1.75,3,4,3+,Mid floor,Relatively new property,1797.0,1,0,1,High
sector 61,flat,1.85,2,2,2,Mid floor,New Property,1389.0,0,0,1,Low
sector 40,house,5.0,9,9,3+,Mid floor,Moderately New Property,2367.0,1,1,0,Medium
sohna road road,house,5.5,3,3,3+,Low floor,Moderately New Property,3500.0,1,0,1,Low
sector 103,flat,0.8,2,2,2,Mid floor,Relatively new property,1361.0,0,0,1,Low
sector 84,flat,0.36,2,2,1,Mid floor,Relatively new property,531.0,0,1,2,Medium
sector 109,flat,1.72,3,4,3+,Mid floor,Relatively new property,1797.0,1,0,1,High
sector 86,flat,0.41,2,2,1,Mid floor,New Property,557.0,1,0,1,Low
sector 65,flat,2.8,4,4,3,Low floor,Relatively new property,2194.0,1,0,0,Medium
sector 70,flat,1.78,3,3,3+,Mid floor,Relatively new property,1765.0,1,0,1,Low
sector 70a,flat,1.51,3,3,3,Mid floor,Relatively new property,1788.0,1,0,1,Low
sector 3,house,0.9,3,4,3,Mid floor,Moderately New Property,3500.0,0,0,0,Low
sector 65,flat,2.25,3,3,3,Mid floor,Relatively new property,1600.0,1,0,0,Low
sector 92,flat,0.7,3,3,0,Mid floor,Relatively new property,1572.0,0,0,1,Low
sector 48,flat,1.76,3,3,3+,Mid floor,Moderately New Property,1576.0,1,0,0,High
sohna road,flat,0.72,2,2,3,Mid floor,Relatively new property,1404.0,0,0,1,High
sector 70a,flat,1.55,3,3,3,Mid floor,Relatively new property,1600.0,1,0,1,Low
sector 113,flat,2.35,3,4,3,Mid floor,Relatively new property,1930.0,1,0,1,High
sector 15,house,10.0,5,5,2,Low floor,Old Property,4518.0,0,0,1,Low
sector 51,flat,0.71,2,2,1,Mid floor,Relatively new property,1007.0,0,0,1,Low
sector 65,flat,1.8,2,2,3,High floor,New Property,1456.0,0,0,1,Medium
sector 60,house,18.02,9,12,3+,Mid floor,Relatively new property,6390.0,1,0,0,Medium
sector 95,flat,0.56,2,2,2,Mid floor,New Property,1364.0,0,0,1,Low
sector 54,flat,1.59,3,3,3+,Mid floor,Moderately New Property,2250.0,0,0,0,Medium
sector 85,flat,1.84,3,4,3,Mid floor,Relatively new property,2026.0,0,0,1,High
sector 28,house,13.0,10,10,3+,Low floor,Relatively new property,8056.0,0,0,1,Low
sector 99,flat,3.25,4,4,3+,Low floor,New Property,3041.0,1,0,1,Medium
dwarka expressway,flat,1.2,3,3,3+,Mid floor,Under Construction,1940.0,1,0,1,Low
sector 67,flat,3.0,3,3,3+,Mid floor,Relatively new property,2047.0,0,1,0,High
manesar,flat,1.25,4,4,3+,Mid floor,Moderately New Property,2946.0,0,0,0,Low
sector 90,flat,2.05,4,4,3+,Mid floor,Relatively new property,2005.0,0,0,0,Low
sector 112,flat,5.31,4,6,3+,High floor,Relatively new property,3573.33,1,0,1,Medium
sector 50,flat,2.35,3,3,3,Mid floor,Moderately New Property,2000.0,0,1,0,Medium
sector 86,flat,1.3,3,3,3,High floor,Relatively new property,1715.0,1,0,0,Low
sector 70,flat,1.25,2,2,3,Mid floor,Relatively new property,1222.0,0,0,1,Low
sector 65,flat,3.0,3,3,3,High floor,Under Construction,1667.0,0,0,1,Medium
sector 110,house,0.34,2,2,2,Mid floor,Moderately New Property,270.0,0,0,1,Low
sector 109,flat,1.7,3,3,3,High floor,Moderately New Property,1550.0,0,0,1,Low
sector 38,house,4.0,4,9,3+,Low floor,Relatively new property,4800.0,0,1,0,High
sohna road,flat,0.85,3,2,2,Mid floor,New Property,1080.0,0,0,1,Low
sector 67,flat,2.32,3,4,3+,High floor,Moderately New Property,1764.0,1,0,0,Medium
sector 22,flat,1.75,2,2,2,High floor,Under Construction,1249.0,0,0,1,Medium
sector 61,flat,2.2,3,3,2,Mid floor,Under Construction,1811.0,0,0,1,Low
sector 48,flat,2.65,4,4,3+,High floor,Moderately New Property,2134.0,1,0,0,High
sector 25,house,9.0,5,5,3,Mid floor,Old Property,2700.0,1,1,1,Medium
sector 3 phase 3 extension,flat,0.25,2,2,2,Low floor,Relatively new property,778.0,0,0,1,Low
sector 90,flat,0.47,2,2,1,Low floor,New Property,767.0,0,0,1,Low
sector 74,flat,2.25,3,3,3,Mid floor,Relatively new property,1900.0,0,0,1,High
sector 69,flat,2.0,4,4,2,Low floor,Relatively new property,1889.0,0,0,1,High
sohna road,flat,0.54,2,2,2,Mid floor,Relatively new property,939.0,0,0,1,High
sector 102,flat,1.41,2,2,3,Low floor,Relatively new property,1238.0,0,0,1,Low
sector 68,flat,1.0,2,2,3,High floor,Relatively new property,889.0,0,0,1,Low
sector 77,flat,1.75,3,3,3+,High floor,Relatively new property,1900.0,1,0,1,Medium
sector 83,flat,1.19,2,2,3,Mid floor,Relatively new property,1630.0,0,0,1,Low
sector 2,flat,0.98,2,2,3,High floor,Moderately New Property,1281.0,0,0,1,Medium
sector 3,flat,1.25,2,2,3,High floor,Under Construction,1161.0,0,0,1,Low
sector 107,flat,1.39,3,4,3+,Mid floor,Relatively new property,2057.0,1,0,0,High
sector 90,flat,1.25,4,5,2,Mid floor,Relatively new property,2330.0,1,0,1,High
sector 37,flat,0.29,2,2,2,Mid floor,Relatively new property,543.0,0,0,1,Low
sector 81,house,0.89,1,1,0,Low floor,Relatively new property,1095.0,0,0,1,Low
sector 56,flat,2.0,4,4,2,Mid floor,Under Construction,2081.0,0,0,1,Low
sohna road,flat,0.75,2,2,2,Mid floor,Moderately New Property,1350.0,0,0,1,Medium
sohna road,flat,0.25,2,2,1,Mid floor,Relatively new property,535.0,0,0,1,Medium
sector 65,flat,2.36,3,3,3,Low floor,Relatively new property,1493.0,1,0,0,High
sector 50,flat,1.88,3,3,3+,High floor,Moderately New Property,1790.0,0,0,0,High
sohna road,flat,0.32,2,1,0,Low floor,Relatively new property,476.0,0,0,1,Low
sector 85,flat,1.3,2,2,3+,High floor,Relatively new property,1406.0,0,1,1,Medium
sector 85,flat,1.05,2,2,3+,Mid floor,Relatively new property,1512.0,0,1,1,Medium
sector 23,flat,0.55,2,2,1,Low floor,Moderately New Property,995.0,0,0,0,Low
sector 17,house,9.5,8,8,3,Mid floor,Relatively new property,4049.96,0,0,0,Low
sector 109,house,7.0,4,4,3+,Low floor,Relatively new property,5400.0,0,0,0,Medium
sector 77,flat,0.8,2,2,2,Mid floor,Relatively new property,1163.0,0,0,0,Low
sector 85,flat,1.05,2,2,3,High floor,Relatively new property,1484.0,0,0,1,Low
sector 84,flat,0.49,2,2,2,High floor,Relatively new property,1018.0,0,0,1,Medium
sector 52,flat,1.55,4,4,3,Low floor,Moderately New Property,2100.0,0,0,1,Low
sector 65,flat,2.79,3,3,3,High floor,New Property,1969.0,0,0,1,Low
sector 25,house,10.5,4,4,2,Low floor,Old Property,3618.0,1,0,0,Medium
sector 3,house,0.75,4,2,2,Low floor,Old Property,1170.0,0,0,1,Low
sector 43,flat,3.25,4,4,3+,High floor,Moderately New Property,3115.0,0,0,0,Medium
sector 88a,flat,2.65,3,3,3+,Mid floor,New Property,1582.0,0,0,1,Medium
sector 37d,flat,1.4,3,3,3,Mid floor,Relatively new property,1711.0,0,0,0,Medium
sector 13,house,1.25,3,6,2,Mid floor,Old Property,115.0,0,0,1,Low
sector 111,flat,2.25,3,3,2,High floor,Relatively new property,1538.0,0,0,1,Medium
sector 81,flat,1.15,3,2,3+,High floor,Relatively new property,1352.0,0,0,1,Medium
sector 69,flat,1.6,3,3,2,Low floor,Relatively new property,1428.0,0,0,1,High
sector 4,flat,0.36,2,2,1,Mid floor,Relatively new property,1056.0,0,0,1,Low
sector 104,flat,2.65,3,4,3,High floor,Relatively new property,2090.0,1,0,0,High
sector 56,house,7.25,8,8,3+,Low floor,Moderately New Property,2471.37,0,0,0,Low
sector 70,flat,1.65,3,4,3,Mid floor,Relatively new property,1527.0,1,0,0,Low
sector 4,house,0.47,3,4,0,Mid floor,Moderately New Property,1350.0,0,0,1,Low
sohna road,flat,0.71,2,2,3+,Mid floor,Relatively new property,1131.0,0,0,1,Low
sector 76,flat,1.08,3,3,3,Low floor,New Property,1774.0,1,0,1,Medium
sector 104,flat,2.45,3,4,3+,High floor,Relatively new property,2131.0,1,0,0,Medium
sector 39,house,0.34,1,1,1,Low floor,Relatively new property,450.0,0,0,1,Low
sector 48,house,18.5,4,4,1,Low floor,Moderately New Property,7000.0,0,0,1,Low
sector 90,flat,1.78,4,4,3+,Mid floor,Relatively new property,2000.0,0,0,1,Medium
sector 83,flat,1.15,3,2,3,High floor,Relatively new property,1588.0,0,0,1,Low
sector 82,house,1.4,3,3,2,Mid floor,New Property,1700.0,0,0,1,Medium
sector 95,flat,0.8,2,2,3,Mid floor,New Property,713.0,0,0,1,Medium
sector 56,flat,1.35,3,3,3+,Mid floor,Old Property,1450.0,0,0,0,High
sector 66,flat,2.7,4,4,3,Mid floor,Relatively new property,2501.0,1,0,1,Low
sector 36,house,0.75,3,1,0,Low floor,New Property,1081.0,0,0,1,Low
sector 79,flat,1.0,2,2,2,Mid floor,Relatively new property,1300.0,0,0,1,Low
sector 92,flat,0.9,4,5,3+,High floor,Relatively new property,1692.0,1,0,1,Medium
sector 90,flat,1.55,4,4,3+,Low floor,Relatively new property,2139.0,1,0,1,Medium
sector 77,flat,1.2,3,3,3,High floor,Relatively new property,1822.0,0,0,1,Low
sector 50,flat,3.1,3,4,3+,Mid floor,Moderately New Property,2450.0,1,0,0,High
sector 37c,flat,1.27,3,3,3,Low floor,Relatively new property,1581.0,0,0,1,Low
sector 83,flat,1.25,3,3,2,High floor,Moderately New Property,1700.0,1,0,1,Medium
sector 68,flat,0.92,2,2,3,Mid floor,Under Construction,1127.0,0,0,1,Medium
sector 49,flat,3.0,4,4,3,Mid floor,Moderately New Property,2200.0,1,0,0,Medium
sohna road,flat,0.85,2,2,3,Mid floor,New Property,978.0,0,0,1,Medium
sector 90,flat,0.7,2,2,3,Mid floor,New Property,1224.0,0,0,1,Medium
sector 90,flat,1.79,4,3,3+,Mid floor,Moderately New Property,2461.0,0,0,1,Medium
sector 83,flat,1.3,3,3,1,Mid floor,Relatively new property,2588.0,0,0,1,Medium
sector 56,flat,1.55,3,3,3+,Mid floor,Old Property,1800.0,1,0,1,High
sector 51,flat,2.1,4,4,3,Low floor,Relatively new property,2300.0,0,0,1,Medium
sector 24,house,5.25,4,4,3+,Low floor,Relatively new property,1350.0,1,0,0,Medium
sector 102,flat,2.5,4,5,3+,Mid floor,Relatively new property,2894.0,1,0,1,Medium
sector 85,flat,2.13,4,4,3,Low floor,Relatively new property,2600.0,0,0,1,Low
sector 22,flat,2.0,2,2,2,Mid floor,Relatively new property,1533.0,0,0,1,Low
sector 90,flat,0.65,2,2,3,Mid floor,Relatively new property,1222.0,0,0,1,High
sector 25,house,6.3,4,4,3+,Low floor,Old Property,1800.0,1,1,1,Medium
sector 48,flat,3.3,5,5,3+,Mid floor,Old Property,3305.0,1,0,1,Medium
sector 89,flat,1.6,3,3,3,Mid floor,New Property,1774.0,0,0,1,Medium
sector 70a,flat,1.64,3,3,3+,Mid floor,New Property,1950.0,1,0,1,Medium
sector 67,flat,2.65,3,3,3,Low floor,Relatively new property,2047.0,0,0,0,High
sector 50,house,5.88,3,9,3+,Mid floor,Relatively new property,2160.0,1,0,2,Medium
sector 70,flat,1.62,3,3,3,Mid floor,Relatively new property,1527.0,1,0,1,Medium
sector 102,flat,1.4,3,3,3,Mid floor,Relatively new property,1493.0,1,0,0,Medium
sector 83,flat,1.12,3,3,2,Mid floor,Relatively new property,1200.0,1,1,0,High
sector 37d,flat,1.55,4,3,3+,High floor,Relatively new property,2100.0,0,0,0,Medium
sector 78,flat,1.05,3,3,3,Mid floor,Moderately New Property,1853.0,0,0,1,Low
sector 70a,flat,1.25,2,2,3,High floor,Relatively new property,1402.0,0,0,1,Low
sector 26,house,18.0,5,4,3+,Mid floor,Moderately New Property,4518.0,1,1,0,Medium
sector 91,flat,2.0,4,4,3+,High floor,Moderately New Property,2468.0,1,0,1,Medium
